finalserialno,a01,a02,a03,region,recontact,agency,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,edlevel,turnoutValidationReg
14822,"worry of Terrorism, more problems, none",Conservatives,Not very interested,Eastern,No,Natcen,Brentwood,E14000594,20/07/2017,1,1,1,Below GCSE,
14825,"Brexit, they have to work it out p; none",Conservatives,Fairly interested,Eastern,No,Natcen,Brentwood,E14000594,20/07/2017,1,1,2,Undergraduate,
15115,imigration,United Kingdom Independence Party (UKIP),Not very interested,Eastern,No,Kantar,Castle Poi,E14000622,11/09/2017,1,1,2,GCSE,
15117,Terrorism,Labour,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,29/08/2017,1,1,2,GCSE,Voted
15119,"Brexit - we are time limited, other problems can be dealt with after Brexit",Conservatives,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,11/07/2017,1,1,2,Undergraduate,Not voted-registered
15123,Brexit - how things will end up,Conservatives,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,19/07/2017,1,1,2,GCSE,
15125,NHS - all paper work - doctors have to meet targets all the time - if people cannot get appointments they go to A & E even if it is trivial,Labour,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,18/07/2017,1,1,1,No qualifications,
15215,Bexit - Our future relationship with the rest of the world and how it effects us,None/No party,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,29/07/2017,1,1,2,Undergraduate,Voted
15219,Brexit,Conservatives,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,15/07/2017,1,1,2,Below GCSE,Voted
15222,Police cuts - struggleing to cope with terrorist attack and having enough trained officers to deal with other problems.  Also has concerns over the NHS,Don`t know,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,26/07/2017,1,1,2,A-level,Voted
15223,Self Automony - by leaving the EU we should start to make our own laws and control our borders,Conservatives,Fairly interested,Eastern,No,Kantar,Castle Poi,E14000622,24/07/2017,1,1,1,Below GCSE,Voted
15304,Brexit,Don`t know,Very interested,Eastern,Yes,Kantar,Clacton,E14000642,11/07/2017,1,1,1,A-level,Voted
15315,Brexit,Conservatives,Not very interested,Eastern,No,Kantar,Clacton,E14000642,14/07/2017,1,1,2,GCSE,Voted
15317,"Why haven't we got a good strong leader, since we were a great wealth country.",Conservatives,Very interested,Eastern,No,Kantar,Clacton,E14000642,14/08/2017,1,1,1,No qualifications,
15319,"Hospitals, Doctors - can't get appts and have to wait too long due to the additional population coming into the country.",None/No party,Fairly interested,Eastern,No,Kantar,Clacton,E14000642,26/07/2017,1,1,1,No qualifications,Voted
15323,Criminal Justice System  - people dont get enough time for their crime.,Don`t know,Fairly interested,Eastern,No,Kantar,Clacton,E14000642,23/07/2017,1,1,3,No qualifications,Not voted-registered
15401,Terrorism,Conservatives,Fairly interested,Eastern,Yes,Kantar,Clacton,E14000642,14/07/2017,1,1,2,GCSE,
15416,Brexit,Conservatives,Very interested,Eastern,No,Kantar,Clacton,E14000642,26/07/2017,1,1,1,Undergraduate,Not voted-registered
15420,Brexit,Don`t know,Fairly interested,Eastern,No,Kantar,Clacton,E14000642,11/07/2017,1,1,1,Undergraduate,Voted
15424,Brexit,Labour,Very interested,Eastern,No,Kantar,Clacton,E14000642,18/07/2017,1,1,1,No qualifications,Voted
15715,-1,,Not at all interested,Eastern,No,Natcen,Epping For,E14000693,14/08/2017,1,2,2,GCSE,
15718,Immigration,Conservatives,Fairly interested,Eastern,No,Natcen,Epping For,E14000693,19/07/2017,1,1,1,A-level,Voted
15724,Population,Conservatives,Very interested,Eastern,No,Natcen,Epping For,E14000693,18/07/2017,1,2,2,No qualifications,Voted
15821,Brexit,Don`t know,Fairly interested,Eastern,No,Natcen,Epping For,E14000693,04/09/2017,1,2,2,Undergraduate,Voted
15823,Immigration from non EU Countries with different values,Conservatives,Very interested,Eastern,No,Natcen,Epping For,E14000693,10/08/2017,1,2,2,A-level,
15903,"Immigration/they're all coming here aren't they?/my children are struggling to get jobs I mean we've got a certain part of teh town taken over by immgrants, and theydon't integrate/ don't get me wrong I 'm not racist but it's going too far/",Conservatives,Not very interested,Eastern,Yes,Natcen,Great Yarm,E14000717,18/07/2017,1,1,1,No qualifications,Voted
15917,Got to be Brexit,Conservatives,Not at all interested,Eastern,No,Natcen,Great Yarm,E14000717,02/08/2017,1,1,1,No qualifications,Not voted-registered
15918,healthcare,Labour,Not very interested,Eastern,No,Natcen,Great Yarm,E14000717,16/08/2017,1,1,1,No qualifications,Voted
15924,Nrtional Health/-,Labour,Not very interested,Eastern,No,Natcen,Great Yarm,E14000717,02/08/2017,1,1,2,GCSE,Not voted-registered
16021,overcrowding,None/No party,Fairly interested,Eastern,No,Natcen,Great Yarm,E14000717,02/08/2017,1,1,2,Undergraduate,Voted
16024,"I suppose Brexit and we get so little information about it, it's confusing/ just the lack of information taht's coming back, you go along wtih what ever there's no point in not, butt/-",Labour,Fairly interested,Eastern,No,Natcen,Great Yarm,E14000717,19/07/2017,1,1,2,GCSE,Voted
16116,imigration and pensions and housing in the wrong place,Labour,Not very interested,Eastern,No,Kantar,Harlow,E14000729,15/07/2017,1,1,1,No qualifications,
16120,imigration,Don`t know,Not very interested,Eastern,No,Kantar,Harlow,E14000729,20/07/2017,1,1,1,Undergraduate,Voted
16121,NHS,Don`t know,Not at all interested,Eastern,No,Kantar,Harlow,E14000729,21/07/2017,1,1,2,Undergraduate,
16122,brexit,Don`t know,Not at all interested,Eastern,No,Kantar,Harlow,E14000729,01/09/2017,1,1,2,Undergraduate,
16125,uneployment,Conservatives,Not at all interested,Eastern,No,Kantar,Harlow,E14000729,17/08/2017,1,1,1,No qualifications,
16204,"health service under funded,",Conservatives,Very interested,Eastern,Yes,Kantar,Harlow,E14000729,15/07/2017,1,1,2,No qualifications,Voted
16216,no police on the street,Don`t know,Not very interested,Eastern,No,Kantar,Harlow,E14000729,27/07/2017,1,1,1,No qualifications,
16217,brexit,Conservatives,Not at all interested,Eastern,No,Kantar,Harlow,E14000729,16/07/2017,1,1,1,No qualifications,
16317,unemployment,Don`t know,Not very interested,Eastern,No,Natcen,Harwich an,E14000734,08/08/2017,1,1,2,No qualifications,Voted
16320,Different groups of people turning against each other/ brexit/,Labour,Very interested,Eastern,No,Natcen,Harwich an,E14000734,11/08/2017,1,1,2,GCSE,Voted
16323,homelessness/ food banks should neve be there so people should be given enough money to live on. my son keeps going on courses but there is never any work at the end of it. my son weighs 6 stone.,United Kingdom Independence Party (UKIP),Not at all interested,Eastern,No,Natcen,Harwich an,E14000734,08/08/2017,1,1,2,GCSE,
16326,too Many fireigners/immigrants/zero contract workers shouldn'e be allowed/-,Don`t know,Not at all interested,Eastern,No,Natcen,Harwich an,E14000734,30/07/2017,1,1,3,No qualifications,Not voted-registered
16416,Brexit-NHS- Tey really need tocome to terms with the World Fare state,Conservatives,Fairly interested,Eastern,No,Natcen,Harwich an,E14000734,09/08/2017,1,1,2,A-level,Voted
16419,Defence and imigration,Conservatives,Fairly interested,Eastern,No,Natcen,Harwich an,E14000734,05/08/2017,1,1,2,Undergraduate,Voted
16420,"Population, we are getting overloaded/ We keep build, build, butnot enough hos[pitals for the aea and they still keep building/-",Conservatives,Not at all interested,Eastern,No,Natcen,Harwich an,E14000734,30/07/2017,1,1,1,No qualifications,Not voted-registered
16423,Brexit - the NHS -Social care,Liberal Democrats,Very interested,Eastern,No,Natcen,Harwich an,E14000734,30/07/2017,1,1,3,Undergraduate,Voted
16716,Brexit,Labour,Fairly interested,Eastern,No,Kantar,Hertford a,E14000744,07/08/2017,1,1,1,Undergraduate,
16717,The development of adolescents,Labour,Fairly interested,Eastern,No,Kantar,Hertford a,E14000744,08/08/2017,1,1,1,Postgrad,
16718,National Health & Schooling,None/No party,Not very interested,Eastern,No,Kantar,Hertford a,E14000744,22/07/2017,1,1,1,GCSE,Voted
16719,Elderly people,Labour,Fairly interested,Eastern,No,Kantar,Hertford a,E14000744,07/08/2017,1,1,1,Undergraduate,
16720,Brexit/EU,Conservatives,Fairly interested,Eastern,No,Kantar,Hertford a,E14000744,19/08/2017,1,1,1,Undergraduate,
16721,Terrorist Attacks/Acid Attacks,None/No party,Not very interested,Eastern,No,Kantar,Hertford a,E14000744,09/08/2017,1,1,2,No qualifications,
16722,Terrorist attacks,Conservatives,Not at all interested,Eastern,No,Kantar,Hertford a,E14000744,05/08/2017,1,1,3,GCSE,
16724,looking after oldder people,Don`t know,Not very interested,Eastern,No,Kantar,Hertford a,E14000744,09/08/2017,1,1,1,Undergraduate,
16725,brexit,Other,Fairly interested,Eastern,No,Kantar,Hertford a,E14000744,07/08/2017,1,1,2,GCSE,
16816,Brexit,Conservatives,Fairly interested,Eastern,No,Kantar,Hertford a,E14000744,05/08/2017,1,1,1,Postgrad,
16817,Leaving the EU,Labour,Very interested,Eastern,No,Kantar,Hertford a,E14000744,12/07/2017,1,1,1,Postgrad,Voted
16818,brexit & how we move forward with it,None/No party,Very interested,Eastern,No,Kantar,Hertford a,E14000744,07/08/2017,1,1,1,,
16821,-1,,Not very interested,Eastern,No,Kantar,Hertford a,E14000744,12/07/2017,1,1,1,Undergraduate,
16823,Brexit,Conservatives,Very interested,Eastern,No,Kantar,Hertford a,E14000744,15/07/2017,1,1,2,Undergraduate,
16824,Brexit,Conservatives,Very interested,Eastern,No,Kantar,Hertford a,E14000744,07/08/2017,1,1,2,Undergraduate,
16825,BRexit government not pulling together,Conservatives,Fairly interested,Eastern,No,Kantar,Hertford a,E14000744,09/08/2017,1,1,2,Undergraduate,
16909,Brexit,Conservatives,Fairly interested,Eastern,Yes,Natcen,Huntingdon,E14000757,27/07/2017,1,1,2,Below GCSE,Voted
16919,Immigration,Conservatives,Fairly interested,Eastern,No,Natcen,Huntingdon,E14000757,12/08/2017,1,1,1,Below GCSE,Not voted-unregistered
16920,The Goverment,Conservatives,Very interested,Eastern,No,Natcen,Huntingdon,E14000757,07/08/2017,1,1,1,A-level,Voted
16922,Brexit,None/No party,Not very interested,Eastern,No,Natcen,Huntingdon,E14000757,05/08/2017,1,1,1,No qualifications,Voted
17017,immigration lack of control,None/No party,Not very interested,Eastern,No,Natcen,Huntingdon,E14000757,21/09/2017,1,1,2,No qualifications,Voted
17018,Immigration- Drain on the NHS and Taxes,None/No party,Not very interested,Eastern,No,Natcen,Huntingdon,E14000757,16/09/2017,1,1,2,GCSE,Voted
17019,Somewhere safe for my children to grow up in,Don`t know,Not very interested,Eastern,No,Natcen,Huntingdon,E14000757,14/08/2017,1,2,2,A-level,Voted
17020,The Economy,Conservatives,Very interested,Eastern,No,Natcen,Huntingdon,E14000757,05/08/2017,1,1,2,GCSE,Voted
17023,NHS,Labour,Fairly interested,Eastern,No,Natcen,Huntingdon,E14000757,19/07/2017,1,1,2,Undergraduate,Voted
17024,NHS,Don`t know,Fairly interested,Eastern,No,Natcen,Huntingdon,E14000757,14/08/2017,1,1,4,GCSE,Voted
17025,Brexit,Don`t know,Fairly interested,Eastern,No,Natcen,Huntingdon,E14000757,19/07/2017,1,1,2,Postgrad,Voted
17121,terrorrism,Conservatives,Fairly interested,Eastern,No,Kantar,Luton Sout,E14000801,08/07/2017,1,1,1,,Voted
17124,too many people in the country,Labour,Not very interested,Eastern,No,Kantar,Luton Sout,E14000801,06/07/2017,1,1,2,No qualifications,Voted
17215,NHS - poor service,Don`t know,Not very interested,Eastern,No,Kantar,Luton Sout,E14000801,15/09/2017,1,1,2,GCSE,Not voted-unregistered
17219,health service,Don`t know,Fairly interested,Eastern,No,Kantar,Luton Sout,E14000801,08/07/2017,1,1,2,Undergraduate,Voted
17221,Nhs funding,Labour,Not very interested,Eastern,No,Kantar,Luton Sout,E14000801,21/07/2017,1,1,1,Undergraduate,Not voted-unregistered
17222,violence,Conservatives,Not at all interested,Eastern,No,Kantar,Luton Sout,E14000801,07/07/2017,1,1,1,No qualifications,Voted
17503,the immigrants. I think before all immigrants came here this country wasn't like it is. Schools hospitals etc are all finding it hard because of this. I know that they are after a better life but its not good for our country.,Conservatives,Fairly interested,Eastern,Yes,GfK,Mid Norfol,E14000816,28/07/2017,1,1,1,No qualifications,Not voted-unregistered
17516,religious terrorism and acid attacks. P) too many random attacks on innocent people,Don`t know,Not very interested,Eastern,No,GfK,Mid Norfol,E14000816,11/09/2017,1,1,3,Undergraduate,
17518,"immigration. P) it should be more controlled, more like australia, only let qualified people in",United Kingdom Independence Party (UKIP),Not very interested,Eastern,No,GfK,Mid Norfol,E14000816,11/09/2017,1,1,2,GCSE,Not voted-unregistered
17519,NHS. the fact that locally getting an appointment with GP and waiting times and referals take a long long time.,Conservatives,Fairly interested,Eastern,No,GfK,Mid Norfol,E14000816,10/08/2017,1,1,3,Undergraduate,Voted
17520,too many foreigners being allowed in. come in take over jobs and shops.,Labour,Not at all interested,Eastern,No,GfK,Mid Norfol,E14000816,28/07/2017,1,1,1,Below GCSE,Voted
17521,too many foreigners being let in. uncivilised ones that want to take and give nothing to this country should be sent back.,Labour,Very interested,Eastern,No,GfK,Mid Norfol,E14000816,28/07/2017,1,1,1,Undergraduate,
17522,brexit. Although I'm proud to be british I was also proud to be european. We have had two wars with europe and I was proud to be part of the EU. Plus my sons live in europe.,Other,Very interested,Eastern,No,GfK,Mid Norfol,E14000816,30/07/2017,1,1,1,,Voted
17616,to do with brexit. My dad is a local farmer so the deals and local subs they have are my main concern.,Conservatives,Fairly interested,Eastern,No,GfK,Mid Norfol,E14000816,13/08/2017,1,1,2,,
17617,jobs for school leavers. They seem to be getting fewer opportunities for work.,Conservatives,Very interested,Eastern,No,GfK,Mid Norfol,E14000816,24/07/2017,1,1,2,Undergraduate,Voted
17618,issues with regards to future education. Son is now going to university and there is no funding to help him.,Labour,Not very interested,Eastern,No,GfK,Mid Norfol,E14000816,13/08/2017,1,1,2,A-level,Not voted-registered
17621,Brexit. The fact we are going to go it alone.,Conservatives,Fairly interested,Eastern,No,GfK,Mid Norfol,E14000816,24/07/2017,1,1,2,GCSE,Voted
17622,the national health. I work in care industry I see the waiting list and cut in nurses. we see people go into hospital and there is no beds.,Labour,Not very interested,Eastern,No,GfK,Mid Norfol,E14000816,28/07/2017,1,1,1,A-level,Not voted-unregistered
17623,lack of funds for disabled people. P) too many cuts,None/No party,Not at all interested,Eastern,No,GfK,Mid Norfol,E14000816,11/09/2017,1,1,1,No qualifications,Not voted-registered
17624,getting out of the EU. I think we are getting too full of foreigners. They are taking everything out of this country. Health services and know what their rights are are what they can claim and send money back to families that don't even liv,Conservatives,Not very interested,Eastern,No,GfK,Mid Norfol,E14000816,10/08/2017,1,1,2,GCSE,Voted
17707,"ANOTHER WAR, WITH DONALD TRUMP PICKING ON NORTH KOREA AS HE AS AND US ALWAYS WITH AMERICA COULD GET DRAGGED IN",None/No party,Not at all interested,Eastern,Yes,Natcen,North East,E14000842,13/07/2017,1,1,2,Below GCSE,Not voted-registered
17716,EU - I think they have made a big mistake leaving. Think the bottom going to fall out of the country,Don`t know,Fairly interested,Eastern,No,Natcen,North East,E14000842,17/07/2017,1,1,1,A-level,Voted
17717,POOR LEADERSHIP - EVERYONE BLAMES THERESA MAYS BUT NOT JUST HER - DONT KNOW ANYONE ELSE WHO COULD DO,Don`t know,Fairly interested,Eastern,No,Natcen,North East,E14000842,20/08/2017,1,1,1,GCSE,Not voted-registered
17719,BREXIT. PEOPLES INCOME - WORK FORCE - NHS. FREEDOM OF MOVEMENT,None/No party,Very interested,Eastern,No,Natcen,North East,E14000842,12/08/2017,1,1,3,Postgrad,Not voted-registered
